route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
5,12,327,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,328,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,329,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,330,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,331,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,332,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,333,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,334,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,335,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,336,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,337,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,338,"TONNELLE AVENUE",0,"342JC005",282
5,12,339,"TONNELLE AVENUE",0,"342JC009",282
5,12,340,"TONNELLE AVENUE",0,"342JC001",282
5,12,341,"TONNELLE AVENUE",0,"342JC007",282
5,12,342,"TONNELLE AVENUE",0,"342JC003",282
5,12,343,"TONNELLE AVENUE",0,"342JC005",282
5,12,344,"TONNELLE AVENUE",0,"342JC009",282
5,12,345,"TONNELLE AVENUE",0,"342JC001",282
5,12,346,"TONNELLE AVENUE",0,"342JC007",282
5,12,347,"TONNELLE AVENUE",0,"342JC003",282
5,12,348,"TONNELLE AVENUE",0,"342JC005",282
5,12,349,"TONNELLE AVENUE",0,"342JC009",282
5,12,350,"TONNELLE AVENUE",0,"342JC001",282
5,12,351,"TONNELLE AVENUE",0,"342JC007",282
5,12,352,"TONNELLE AVENUE",0,"342JC003",282
5,12,353,"TONNELLE AVENUE",0,"342JC005",282
5,12,354,"TONNELLE AVENUE",0,"342JC009",282
5,12,355,"TONNELLE AVENUE",0,"342JC001",282
5,12,356,"TONNELLE AVENUE",0,"342JC007",282
5,12,357,"TONNELLE AVENUE",0,"342JC003",282
5,12,358,"TONNELLE AVENUE",0,"342JC005",282
5,12,359,"TONNELLE AVENUE",0,"342JC009",282
5,12,360,"TONNELLE AVENUE",0,"342JC001",282
5,12,361,"TONNELLE AVENUE",0,"342JC007",282
5,12,362,"TONNELLE AVENUE",0,"342JC003",282
5,12,363,"TONNELLE AVENUE",0,"342JC005",282
5,12,364,"TONNELLE AVENUE",0,"342JC009",282
5,12,365,"TONNELLE AVENUE",0,"342JC001",282
5,12,366,"TONNELLE AVENUE",0,"342JC007",282
5,12,367,"TONNELLE AVENUE",0,"342JC003",282
5,12,368,"TONNELLE AVENUE",0,"342JC005",282
5,12,369,"TONNELLE AVENUE",0,"342JC009",282
5,12,370,"TONNELLE AVENUE",0,"342JC001",282
5,12,371,"TONNELLE AVENUE",0,"342JC007",282
5,12,372,"TONNELLE AVENUE",0,"342JC003",282
5,12,373,"TONNELLE AVENUE",0,"342JC005",282
5,12,374,"TONNELLE AVENUE",0,"342JC009",282
5,12,375,"TONNELLE AVENUE",0,"342JC001",282
5,12,376,"TONNELLE AVENUE",0,"342JC007",282
5,12,377,"TONNELLE AVENUE",0,"342JC003",282
5,12,378,"TONNELLE AVENUE",0,"342JC005",282
5,12,379,"TONNELLE AVENUE",0,"342JC009",282
5,12,380,"TONNELLE AVENUE",0,"342JC001",282
5,12,381,"TONNELLE AVENUE",0,"342JC007",282
5,12,382,"TONNELLE AVENUE",0,"342JC003",282
5,12,383,"TONNELLE AVENUE",0,"342JC005",282
5,12,384,"TONNELLE AVENUE",0,"342JC009",282
5,12,385,"TONNELLE AVENUE",0,"342JC001",282
5,12,386,"TONNELLE AVENUE",0,"342JC007",282
5,12,387,"TONNELLE AVENUE",0,"342JC003",282
5,12,388,"TONNELLE AVENUE",0,"342JC005",282
5,12,389,"TONNELLE AVENUE",0,"342JC009",282
5,12,390,"TONNELLE AVENUE",0,"342JC001",282
5,12,391,"TONNELLE AVENUE",0,"342JC007",282
5,12,392,"TONNELLE AVENUE",0,"342JC003",282
5,12,393,"TONNELLE AVENUE",0,"342JC005",282
5,12,394,"TONNELLE AVENUE",0,"342JC001",282
5,12,395,"HOBOKEN TERMINAL",0,"342JC002",283
5,12,396,"HOBOKEN TERMINAL",0,"342JC004",283
5,12,397,"HOBOKEN TERMINAL",0,"342JC008",283
5,12,398,"TONNELLE AVENUE ",0,"342JC003",284
5,12,399,"8TH STREET ",1,"342JC002",285
5,12,400,"8TH STREET ",1,"342JC004",285
5,12,401,"8TH STREET ",1,"342JC008",285
5,12,402,"8TH STREET ",1,"342JC006",285
5,12,403,"8TH STREET ",1,"342JC002",285
5,12,404,"8TH STREET ",1,"342JC004",285
5,12,405,"8TH STREET ",1,"342JC008",285
5,12,406,"8TH STREET ",1,"342JC006",285
5,12,407,"8TH STREET ",1,"342JC002",285
5,12,408,"8TH STREET ",1,"342JC004",285
5,12,409,"8TH STREET ",1,"342JC008",285
5,12,410,"8TH STREET ",1,"342JC006",285
5,12,411,"8TH STREET ",1,"342JC002",285
5,12,412,"8TH STREET ",1,"342JC004",285
5,12,413,"8TH STREET ",1,"342JC008",285
5,12,414,"8TH STREET ",1,"342JC006",285
5,12,415,"8TH STREET ",1,"342JC002",285
5,12,416,"8TH STREET ",1,"342JC004",285
5,12,417,"8TH STREET ",1,"342JC008",285
5,12,418,"8TH STREET ",1,"342JC006",285
5,12,419,"8TH STREET ",1,"342JC002",285
5,12,420,"8TH STREET ",1,"342JC004",285
5,12,421,"8TH STREET ",1,"342JC008",285
5,12,422,"8TH STREET ",1,"342JC006",285
5,12,423,"8TH STREET ",1,"342JC002",285
5,12,424,"8TH STREET ",1,"342JC004",285
5,12,425,"8TH STREET ",1,"342JC008",285
5,12,426,"8TH STREET ",1,"342JC006",285
5,12,427,"8TH STREET ",1,"342JC002",285
5,12,428,"8TH STREET ",1,"342JC004",285
5,12,429,"8TH STREET ",1,"342JC008",285
5,12,430,"8TH STREET ",1,"342JC006",285
5,12,431,"8TH STREET ",1,"342JC002",285
5,12,432,"8TH STREET ",1,"342JC004",285
5,12,433,"8TH STREET ",1,"342JC008",285
5,12,434,"8TH STREET ",1,"342JC006",285
5,12,435,"8TH STREET ",1,"342JC002",285
5,12,436,"8TH STREET ",1,"342JC004",285
5,12,437,"8TH STREET ",1,"342JC008",285
5,12,438,"8TH STREET ",1,"342JC006",285
5,12,439,"8TH STREET ",1,"342JC002",285
5,12,440,"8TH STREET ",1,"342JC004",285
5,12,441,"8TH STREET ",1,"342JC008",285
5,12,442,"8TH STREET ",1,"342JC006",285
5,12,443,"8TH STREET ",1,"342JC002",285
5,12,444,"8TH STREET ",1,"342JC004",285
5,12,445,"8TH STREET ",1,"342JC008",285
5,12,446,"8TH STREET ",1,"342JC006",285
5,12,447,"8TH STREET ",1,"342JC002",285
5,12,448,"8TH STREET ",1,"342JC004",285
5,12,449,"8TH STREET ",1,"342JC008",285
5,12,450,"8TH STREET ",1,"342JC006",285
5,12,451,"8TH STREET ",1,"342JC002",285
5,12,452,"8TH STREET ",1,"342JC004",285
5,12,453,"8TH STREET ",1,"342JC008",285
5,12,454,"8TH STREET ",1,"342JC006",285
5,12,455,"8TH STREET ",1,"342JC002",285
5,12,456,"8TH STREET ",1,"342JC004",285
5,12,457,"8TH STREET ",1,"342JC006",285
5,12,458,"8TH STREET ",1,"342JC002",285
5,12,459,"WEST SIDE AVENUE",1,"342JC009",286
5,12,460,"WEST SIDE AVENUE",1,"342JC001",287
5,12,461,"WEST SIDE AVENUE",1,"342JC007",287
5,12,462,"WEST SIDE AVENUE",1,"342JC003",287
5,12,463,"WEST SIDE AVENUE",1,"342JC005",287
5,12,464,"WEST SIDE AVENUE",1,"342JC009",287
5,12,465,"WEST SIDE AVENUE",1,"342JC001",287
5,12,466,"WEST SIDE AVENUE",1,"342JC007",287
5,12,467,"WEST SIDE AVENUE",1,"342JC003",287
5,12,468,"WEST SIDE AVENUE",1,"342JC005",287
5,12,469,"WEST SIDE AVENUE",1,"342JC009",287
5,12,470,"WEST SIDE AVENUE",1,"342JC001",287
5,12,471,"WEST SIDE AVENUE",1,"342JC007",287
5,12,472,"WEST SIDE AVENUE",1,"342JC003",287
5,12,473,"WEST SIDE AVENUE",1,"342JC005",287
5,12,474,"WEST SIDE AVENUE",1,"342JC009",287
5,12,475,"WEST SIDE AVENUE",1,"342JC001",287
5,12,476,"WEST SIDE AVENUE",1,"342JC007",287
5,12,477,"WEST SIDE AVENUE",1,"342JC003",287
5,12,478,"WEST SIDE AVENUE",1,"342JC005",287
5,12,479,"WEST SIDE AVENUE",1,"342JC009",287
5,12,480,"WEST SIDE AVENUE",1,"342JC001",287
5,12,481,"WEST SIDE AVENUE",1,"342JC007",287
5,12,482,"WEST SIDE AVENUE",1,"342JC003",287
5,12,483,"WEST SIDE AVENUE",1,"342JC005",287
5,12,484,"WEST SIDE AVENUE",1,"342JC009",287
5,12,485,"WEST SIDE AVENUE",1,"342JC001",287
5,12,486,"WEST SIDE AVENUE",1,"342JC007",287
5,12,487,"WEST SIDE AVENUE",1,"342JC003",287
5,12,488,"WEST SIDE AVENUE",1,"342JC005",287
5,12,489,"WEST SIDE AVENUE",1,"342JC009",287
5,12,490,"WEST SIDE AVENUE",1,"342JC001",287
5,12,491,"WEST SIDE AVENUE",1,"342JC007",287
5,12,492,"WEST SIDE AVENUE",1,"342JC003",287
5,12,493,"WEST SIDE AVENUE",1,"342JC005",287
5,12,494,"WEST SIDE AVENUE",1,"342JC009",287
5,12,495,"WEST SIDE AVENUE",1,"342JC001",287
5,12,496,"WEST SIDE AVENUE",1,"342JC007",287
5,12,497,"WEST SIDE AVENUE",1,"342JC003",287
5,12,498,"WEST SIDE AVENUE",1,"342JC005",287
5,12,499,"WEST SIDE AVENUE",1,"342JC009",287
5,12,500,"WEST SIDE AVENUE",1,"342JC001",287
5,12,501,"WEST SIDE AVENUE",1,"342JC007",287
5,12,502,"WEST SIDE AVENUE",1,"342JC003",287
5,12,503,"WEST SIDE AVENUE",1,"342JC005",287
5,12,504,"WEST SIDE AVENUE",1,"342JC009",287
5,12,505,"WEST SIDE AVENUE",1,"342JC001",287
5,12,506,"WEST SIDE AVENUE",1,"342JC007",287
5,12,507,"WEST SIDE AVENUE",1,"342JC003",287
5,12,508,"WEST SIDE AVENUE",1,"342JC005",287
5,12,509,"WEST SIDE AVENUE",1,"342JC009",287
5,12,510,"WEST SIDE AVENUE",1,"342JC001",287
5,12,511,"WEST SIDE AVENUE",1,"342JC007",287
5,12,512,"WEST SIDE AVENUE",1,"342JC003",287
5,12,513,"WEST SIDE AVENUE",1,"342JC005",287
5,12,514,"WEST SIDE AVENUE",1,"342JC009",287
5,12,515,"WEST SIDE AVENUE",1,"342JC001",287
5,12,516,"WEST SIDE AVENUE",1,"342JC007",287
5,12,517,"WEST SIDE AVENUE",1,"342JC003",287
5,12,518,"WEST SIDE AVENUE",1,"342JC005",287
5,12,519,"WEST SIDE AVENUE",1,"342JC001",287
5,13,520,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,521,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,522,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,523,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,524,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,525,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,526,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,527,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,528,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,529,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,530,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,531,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,532,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,533,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,534,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,535,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,536,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,537,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,538,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,539,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,540,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,541,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,542,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,543,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,544,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,545,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,546,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,547,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,548,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,549,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,550,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,551,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,552,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,553,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,554,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,555,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,556,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,557,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,558,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,559,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,560,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,561,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,562,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,563,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,564,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,565,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,566,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,567,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,568,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,569,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,570,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,571,"HOBOKEN TERMINAL ",0,"342JC008",288
5,13,572,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,573,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,574,"HOBOKEN TERMINAL ",0,"342JC004",288
5,13,575,"HOBOKEN TERMINAL ",0,"342JC006",288
5,13,576,"HOBOKEN TERMINAL ",0,"342JC002",288
5,13,577,"TONNELLE AVENUE",0,"342JC005",289
5,13,578,"TONNELLE AVENUE",0,"342JC009",289
5,13,579,"TONNELLE AVENUE",0,"342JC001",289
5,13,580,"TONNELLE AVENUE",0,"342JC007",289
5,13,581,"TONNELLE AVENUE",0,"342JC003",289
5,13,582,"TONNELLE AVENUE",0,"342JC005",289
5,13,583,"TONNELLE AVENUE",0,"342JC009",289
5,13,584,"TONNELLE AVENUE",0,"342JC001",289
5,13,585,"TONNELLE AVENUE",0,"342JC007",289
5,13,586,"TONNELLE AVENUE",0,"342JC003",289
5,13,587,"TONNELLE AVENUE",0,"342JC005",289
5,13,588,"TONNELLE AVENUE",0,"342JC009",289
5,13,589,"TONNELLE AVENUE",0,"342JC001",289
5,13,590,"TONNELLE AVENUE",0,"342JC007",289
5,13,591,"TONNELLE AVENUE",0,"342JC003",289
5,13,592,"TONNELLE AVENUE",0,"342JC005",289
5,13,593,"TONNELLE AVENUE",0,"342JC009",289
5,13,594,"TONNELLE AVENUE",0,"342JC001",289
5,13,595,"TONNELLE AVENUE",0,"342JC007",289
5,13,596,"TONNELLE AVENUE",0,"342JC003",289
5,13,597,"TONNELLE AVENUE",0,"342JC005",289
5,13,598,"TONNELLE AVENUE",0,"342JC009",289
5,13,599,"TONNELLE AVENUE",0,"342JC001",289
5,13,600,"TONNELLE AVENUE",0,"342JC007",289
5,13,601,"TONNELLE AVENUE",0,"342JC003",289
5,13,602,"TONNELLE AVENUE",0,"342JC005",289
5,13,603,"TONNELLE AVENUE",0,"342JC009",289
5,13,604,"TONNELLE AVENUE",0,"342JC001",289
5,13,605,"TONNELLE AVENUE",0,"342JC007",289
5,13,606,"TONNELLE AVENUE",0,"342JC003",289
5,13,607,"TONNELLE AVENUE",0,"342JC005",289
5,13,608,"TONNELLE AVENUE",0,"342JC009",289
5,13,609,"TONNELLE AVENUE",0,"342JC001",289
5,13,610,"TONNELLE AVENUE",0,"342JC007",289
5,13,611,"TONNELLE AVENUE",0,"342JC003",289
5,13,612,"TONNELLE AVENUE",0,"342JC005",289
5,13,613,"TONNELLE AVENUE",0,"342JC009",289
5,13,614,"TONNELLE AVENUE",0,"342JC001",289
5,13,615,"TONNELLE AVENUE",0,"342JC007",289
5,13,616,"TONNELLE AVENUE",0,"342JC003",289
5,13,617,"TONNELLE AVENUE",0,"342JC005",289
5,13,618,"TONNELLE AVENUE",0,"342JC009",289
5,13,619,"TONNELLE AVENUE",0,"342JC001",289
5,13,620,"TONNELLE AVENUE",0,"342JC007",289
5,13,621,"TONNELLE AVENUE",0,"342JC003",289
5,13,622,"TONNELLE AVENUE",0,"342JC005",289
5,13,623,"TONNELLE AVENUE",0,"342JC009",289
5,13,624,"TONNELLE AVENUE",0,"342JC001",289
5,13,625,"TONNELLE AVENUE",0,"342JC007",289
5,13,626,"TONNELLE AVENUE",0,"342JC003",289
5,13,627,"TONNELLE AVENUE",0,"342JC005",289
5,13,628,"TONNELLE AVENUE",0,"342JC009",289
5,13,629,"TONNELLE AVENUE",0,"342JC001",289
5,13,630,"TONNELLE AVENUE",0,"342JC007",289
5,13,631,"TONNELLE AVENUE",0,"342JC003",289
5,13,632,"TONNELLE AVENUE",0,"342JC005",289
5,13,633,"TONNELLE AVENUE",0,"342JC001",289
5,13,634,"HOBOKEN TERMINAL",0,"342JC002",290
5,13,635,"HOBOKEN TERMINAL",0,"342JC004",290
5,13,636,"HOBOKEN TERMINAL",0,"342JC008",290
5,13,637,"TONNELLE AVENUE",0,"342JC003",291
5,13,638,"8TH STREET LIGHT ",1,"342JC002",292
5,13,639,"8TH STREET LIGHT ",1,"342JC004",292
5,13,640,"8TH STREET LIGHT ",1,"342JC008",292
5,13,641,"8TH STREET LIGHT ",1,"342JC006",292
5,13,642,"8TH STREET LIGHT ",1,"342JC002",292
5,13,643,"8TH STREET LIGHT ",1,"342JC004",292
5,13,644,"8TH STREET LIGHT ",1,"342JC008",292
5,13,645,"8TH STREET LIGHT ",1,"342JC006",292
5,13,646,"8TH STREET LIGHT ",1,"342JC002",292
5,13,647,"8TH STREET LIGHT ",1,"342JC004",292
5,13,648,"8TH STREET LIGHT ",1,"342JC008",292
5,13,649,"8TH STREET LIGHT ",1,"342JC006",292
5,13,650,"8TH STREET LIGHT ",1,"342JC002",292
5,13,651,"8TH STREET LIGHT ",1,"342JC004",292
5,13,652,"8TH STREET LIGHT ",1,"342JC008",292
5,13,653,"8TH STREET LIGHT ",1,"342JC006",292
5,13,654,"8TH STREET LIGHT ",1,"342JC002",292
5,13,655,"8TH STREET LIGHT ",1,"342JC004",292
5,13,656,"8TH STREET LIGHT ",1,"342JC008",292
5,13,657,"8TH STREET LIGHT ",1,"342JC006",292
5,13,658,"8TH STREET LIGHT ",1,"342JC002",292
5,13,659,"8TH STREET LIGHT ",1,"342JC004",292
5,13,660,"8TH STREET LIGHT ",1,"342JC008",292
5,13,661,"8TH STREET LIGHT ",1,"342JC006",292
5,13,662,"8TH STREET LIGHT ",1,"342JC002",292
5,13,663,"8TH STREET LIGHT ",1,"342JC004",292
5,13,664,"8TH STREET LIGHT ",1,"342JC008",292
5,13,665,"8TH STREET LIGHT ",1,"342JC006",292
5,13,666,"8TH STREET LIGHT ",1,"342JC002",292
5,13,667,"8TH STREET LIGHT ",1,"342JC004",292
5,13,668,"8TH STREET LIGHT ",1,"342JC008",292
5,13,669,"8TH STREET LIGHT ",1,"342JC006",292
5,13,670,"8TH STREET LIGHT ",1,"342JC002",292
5,13,671,"8TH STREET LIGHT ",1,"342JC004",292
5,13,672,"8TH STREET LIGHT ",1,"342JC008",292
5,13,673,"8TH STREET LIGHT ",1,"342JC006",292
5,13,674,"8TH STREET LIGHT ",1,"342JC002",292
5,13,675,"8TH STREET LIGHT ",1,"342JC004",292
5,13,676,"8TH STREET LIGHT ",1,"342JC008",292
5,13,677,"8TH STREET LIGHT ",1,"342JC006",292
5,13,678,"8TH STREET LIGHT ",1,"342JC002",292
5,13,679,"8TH STREET LIGHT ",1,"342JC004",292
5,13,680,"8TH STREET LIGHT ",1,"342JC008",292
5,13,681,"8TH STREET LIGHT ",1,"342JC006",292
5,13,682,"8TH STREET LIGHT ",1,"342JC002",292
5,13,683,"8TH STREET LIGHT ",1,"342JC004",292
5,13,684,"8TH STREET LIGHT ",1,"342JC008",292
5,13,685,"8TH STREET LIGHT ",1,"342JC006",292
5,13,686,"8TH STREET LIGHT ",1,"342JC002",292
5,13,687,"8TH STREET LIGHT ",1,"342JC004",292
5,13,688,"8TH STREET LIGHT ",1,"342JC008",292
5,13,689,"8TH STREET LIGHT ",1,"342JC006",292
5,13,690,"8TH STREET LIGHT ",1,"342JC002",292
5,13,691,"8TH STREET LIGHT ",1,"342JC004",292
5,13,692,"8TH STREET LIGHT ",1,"342JC008",292
5,13,693,"8TH STREET LIGHT ",1,"342JC006",292
5,13,694,"8TH STREET LIGHT ",1,"342JC002",292
5,13,695,"8TH STREET LIGHT ",1,"342JC004",292
5,13,696,"8TH STREET LIGHT ",1,"342JC006",292
5,13,697,"8TH STREET LIGHT ",1,"342JC002",292
5,13,698,"WEST SIDE AVENUE",1,"342JC001",293
5,13,699,"WEST SIDE AVENUE",1,"342JC007",293
5,13,700,"WEST SIDE AVENUE",1,"342JC003",293
5,13,701,"WEST SIDE AVENUE",1,"342JC005",293
5,13,702,"WEST SIDE AVENUE",1,"342JC009",293
5,13,703,"WEST SIDE AVENUE",1,"342JC001",293
5,13,704,"WEST SIDE AVENUE",1,"342JC007",293
5,13,705,"WEST SIDE AVENUE",1,"342JC003",293
5,13,706,"WEST SIDE AVENUE",1,"342JC005",293
5,13,707,"WEST SIDE AVENUE",1,"342JC009",293
5,13,708,"WEST SIDE AVENUE",1,"342JC001",293
5,13,709,"WEST SIDE AVENUE",1,"342JC007",293
5,13,710,"WEST SIDE AVENUE",1,"342JC003",293
5,13,711,"WEST SIDE AVENUE",1,"342JC005",293
5,13,712,"WEST SIDE AVENUE",1,"342JC009",293
5,13,713,"WEST SIDE AVENUE",1,"342JC001",293
5,13,714,"WEST SIDE AVENUE",1,"342JC007",293
5,13,715,"WEST SIDE AVENUE",1,"342JC003",293
5,13,716,"WEST SIDE AVENUE",1,"342JC005",293
5,13,717,"WEST SIDE AVENUE",1,"342JC009",293
5,13,718,"WEST SIDE AVENUE",1,"342JC001",293
5,13,719,"WEST SIDE AVENUE",1,"342JC007",293
5,13,720,"WEST SIDE AVENUE",1,"342JC003",293
5,13,721,"WEST SIDE AVENUE",1,"342JC005",293
5,13,722,"WEST SIDE AVENUE",1,"342JC009",293
5,13,723,"WEST SIDE AVENUE",1,"342JC001",293
5,13,724,"WEST SIDE AVENUE",1,"342JC007",293
5,13,725,"WEST SIDE AVENUE",1,"342JC003",293
5,13,726,"WEST SIDE AVENUE",1,"342JC005",293
5,13,727,"WEST SIDE AVENUE",1,"342JC009",293
5,13,728,"WEST SIDE AVENUE",1,"342JC001",293
5,13,729,"WEST SIDE AVENUE",1,"342JC007",293
5,13,730,"WEST SIDE AVENUE",1,"342JC003",293
5,13,731,"WEST SIDE AVENUE",1,"342JC005",293
5,13,732,"WEST SIDE AVENUE",1,"342JC009",293
5,13,733,"WEST SIDE AVENUE",1,"342JC001",293
5,13,734,"WEST SIDE AVENUE",1,"342JC007",293
5,13,735,"WEST SIDE AVENUE",1,"342JC003",293
5,13,736,"WEST SIDE AVENUE",1,"342JC005",293
5,13,737,"WEST SIDE AVENUE",1,"342JC009",293
5,13,738,"WEST SIDE AVENUE",1,"342JC001",293
5,13,739,"WEST SIDE AVENUE",1,"342JC007",293
5,13,740,"WEST SIDE AVENUE",1,"342JC003",293
5,13,741,"WEST SIDE AVENUE",1,"342JC005",293
5,13,742,"WEST SIDE AVENUE",1,"342JC009",293
5,13,743,"WEST SIDE AVENUE",1,"342JC001",293
5,13,744,"WEST SIDE AVENUE",1,"342JC007",293
5,13,745,"WEST SIDE AVENUE",1,"342JC003",293
5,13,746,"WEST SIDE AVENUE",1,"342JC005",293
5,13,747,"WEST SIDE AVENUE",1,"342JC009",293
5,13,748,"WEST SIDE AVENUE",1,"342JC001",293
5,13,749,"WEST SIDE AVENUE",1,"342JC007",293
5,13,750,"WEST SIDE AVENUE",1,"342JC003",293
5,13,751,"WEST SIDE AVENUE",1,"342JC005",293
5,13,752,"WEST SIDE AVENUE",1,"342JC009",293
5,13,753,"WEST SIDE AVENUE",1,"342JC001",293
5,13,754,"WEST SIDE AVENUE",1,"342JC007",293
5,13,755,"WEST SIDE AVENUE",1,"342JC003",293
5,13,756,"WEST SIDE AVENUE",1,"342JC005",293
5,13,757,"WEST SIDE AVENUE",1,"342JC001",293
5,14,758,"HOBOKEN TERMINAL",0,"342JC004",294
5,14,759,"HOBOKEN TERMINAL",0,"342JC009",294
5,14,760,"HOBOKEN TERMINAL",0,"342JC002",294
5,14,761,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,762,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,763,"HOBOKEN TERMINAL",0,"342JC010",294
5,14,764,"HOBOKEN TERMINAL",0,"342JC009",294
5,14,765,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,766,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,767,"HOBOKEN TERMINAL",0,"342JC004",294
5,14,768,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,769,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,770,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,771,"HOBOKEN TERMINAL",0,"342JC002",294
5,14,772,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,773,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,774,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,775,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,776,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,777,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,778,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,779,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,780,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,781,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,782,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,783,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,784,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,785,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,786,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,787,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,788,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,789,"HOBOKEN TERMINAL",0,"342JC023",294
5,14,790,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,791,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,792,"HOBOKEN TERMINAL",0,"342JC025",294
5,14,793,"HOBOKEN TERMINAL",0,"342JC018",294
5,14,794,"HOBOKEN TERMINAL",0,"342JC027",294
5,14,795,"HOBOKEN TERMINAL",0,"342JC014",294
5,14,796,"HOBOKEN TERMINAL",0,"342JC005",294
5,14,797,"HOBOKEN TERMINAL",0,"342JC019",294
5,14,798,"HOBOKEN TERMINAL",0,"342JC027",294
5,14,799,"HOBOKEN TERMINAL",0,"342JC014",294
