route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
4,8,260,"MSU",1,"9293",260
4,8,261,"MSU",1,"9213",261
4,8,262,"MSU",1,"9215",262
4,8,263,"MSU",1,"9219",263
4,8,264,"MSU",1,"9221",264
4,8,265,"MSU",1,"9223",265
4,8,266,"MSU",1,"9225",266
4,8,267,"MSU",1,"9297",267
4,8,268,"MSU",1,"9299",268
4,8,269,"MSU",1,"9237",269
4,8,270,"MSU",1,"9241",270
4,10,271,"BAY STREET",1,"0539",271
4,11,272,"BAY STREET",1,"0513",272
4,11,273,"BAY STREET",1,"0515",273
4,11,274,"BAY STREET",1,"0523",274
4,11,275,"BAY STREET",1,"0527",275
4,11,276,"BAY STREET",1,"0531",276
4,11,277,"BAY STREET",1,"0535",277
4,10,278,"BAY STREET",1,"0509",278
4,10,279,"BAY STREET",1,"0545",279
4,11,280,"BAY STREET",1,"0519",280
5,12,281,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,282,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,283,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,284,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,285,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,286,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,287,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,288,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,289,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,290,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,291,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,292,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,293,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,294,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,295,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,296,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,297,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,298,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,299,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,300,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,301,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,302,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,303,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,304,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,305,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,306,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,307,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,308,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,309,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,310,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,311,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,312,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,313,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,314,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,315,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,316,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,317,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,318,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,319,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,320,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,321,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,322,"HOBOKEN TERMINAL",0,"342JC002",281
5,12,323,"HOBOKEN TERMINAL",0,"342JC004",281
5,12,324,"HOBOKEN TERMINAL",0,"342JC008",281
5,12,325,"HOBOKEN TERMINAL",0,"342JC006",281
5,12,326,"HOBOKEN TERMINAL",0,"342JC002",281
